gene_id	gene_name	transcript_id	chrom	strand	tss	tx_start	tx_end	length	pol2_signal
ENSG00000010626.15	LRRC23	ENST00000433346.5	chr12	+	6873569	6873569	6907733	34165	1.7818182
ENSG00000010671.18	BTK	ENST00000621635.4	chrX	-	101390796	101349447	101390796	41350	-2.152174
ENSG00000010704.20	HFE	ENST00000357618.10	chr6	+	26087429	26087429	26098343	10915	1.65
ENSG00000010803.17	SCMH1	ENST00000695335.1	chr1	-	41242306	41027202	41242306	215105	-1.3043479
ENSG00000010810.18	FYN	ENST00000368682.8	chr6	-	111873452	111660332	111873452	213121	-1.9375
ENSG00000010818.11	HIVEP2	ENST00000367604.6	chr6	-	142946365	142751478	142946365	194888	-1.2631578
ENSG00000010932.17	FMO1	ENST00000402921.6	chr1	+	171248471	171248471	171285978	37508	
ENSG00000011007.13	ELOA	ENST00000613537.5	chr1	+	23743471	23743471	23762059	18589	3.702381
ENSG00000011009.12	LYPLA2	ENST00000374514.8	chr1	+	23791145	23791145	23795539	4395	2.7738094
ENSG00000011021.23	CLCN6	ENST00000312413.10	chr1	+	11806096	11806096	11843143	37048	1.6486486
ENSG00000011028.14	MRC2	ENST00000303375.10	chr17	+	62627670	62627670	62693597	65928	1.0
ENSG00000011052.21	NME1-NME2	ENST00000393193.6	chr17	+	51153590	51153590	51171744	18155	3.7169812
ENSG00000011083.9	SLC6A7	ENST00000524041.1	chr5	+	150190085	150190085	150222788	32704	
ENSG00000011105.14	TSPAN9	ENST00000537971.5	chr12	+	3077355	3077355	3286564	209210	1.8947369
ENSG00000011114.15	BTBD7	ENST00000334746.10	chr14	-	93333036	93237550	93333036	95487	-5.5384617
ENSG00000011132.12	APBA3	ENST00000316757.4	chr19	-	3761692	3750772	3761692	10921	-3.2857144
ENSG00000011143.19	MKS1	ENST00000537529.7	chr17	-	58219605	58205740	58219605	13866	-1.5
ENSG00000011198.10	ABHD5	ENST00000454293.2	chr3	+	43691094	43691094	43734358	43265	8.165355
ENSG00000011201.12	ANOS1	ENST00000262648.8	chrX	-	8732137	8528874	8732137	203264	
ENSG00000011243.19	AKAP8L	ENST00000679638.1	chr19	-	15419044	15380050	15419044	38995	-2.8921568
ENSG00000011258.16	MBTD1	ENST00000586178.6	chr17	-	51260049	51177425	51260049	82625	-1.38
ENSG00000011260.14	UTP18	ENST00000225298.12	chr17	+	51260546	51260546	51297933	37388	2.3235295
ENSG00000011275.19	RNF216	ENST00000425013.6	chr7	-	5781696	5620047	5781696	161650	-6.111111
ENSG00000011295.16	TTC19	ENST00000261647.10	chr17	+	15999824	15999824	16029404	29581	5.155844
ENSG00000011304.22	PTBP1	ENST00000635647.1	chr19	+	797075	797075	812327	15253	
ENSG00000011332.22	DPF1	ENST00000686058.1	chr19	-	38229714	38211043	38229714	18672	-1.2142857
ENSG00000011347.10	SYT7	ENST00000539008.6	chr11	-	61581076	61513714	61581076	67363	-1.1428572
ENSG00000011376.12	LARS2	ENST00000650792.2	chr3	+	45388561	45388561	45554726	166166	3.8979592
ENSG00000011405.14	PIK3C2A	ENST00000691414.1	chr11	-	17207986	17086575	17207986	121412	-2.3125
ENSG00000011422.12	PLAUR	ENST00000339082.7	chr19	-	43670166	43646095	43670166	24072	-1.5909091
ENSG00000011426.11	ANLN	ENST00000396068.6	chr7	+	36389821	36389821	36453791	63971	7.8450704
ENSG00000011451.21	WIZ	ENST00000673675.1	chr19	-	15449956	15419978	15449956	29979	-1.4444444
ENSG00000011454.18	RABGAP1	ENST00000373647.9	chr9	+	122941020	122941020	123104866	163847	4.1621623
ENSG00000011465.18	DCN	ENST00000052754.10	chr12	-	91182817	91140484	91182817	42334	
ENSG00000011478.13	QPCTL	ENST00000012049.10	chr19	+	45692666	45692666	45703987	11322	3.8636363
ENSG00000011485.15	PPP5C	ENST00000012443.9	chr19	+	46347087	46347087	46390975	43889	3.3695652
ENSG00000011523.15	CEP68	ENST00000704570.1	chr2	+	65056372	65056372	65086999	30628	7.6875
ENSG00000011566.15	MAP4K3	ENST00000263881.8	chr2	-	39437285	39249266	39437285	188020	-2.3880596
ENSG00000011590.14	ZBTB32	ENST00000392197.7	chr19	+	35704558	35704558	35717038	12481	
ENSG00000011600.12	TYROBP	ENST00000424586.7	chr19	-	35908295	35904401	35908295	3895	-1.0
ENSG00000011638.11	LDAF1	ENST00000233047.9	chr16	+	21158674	21158674	21180616	21943	1.25
ENSG00000011677.13	GABRA3	ENST00000370314.9	chrX	-	152451315	152166234	152451315	285082	-1.0
ENSG00000012048.26	BRCA1	ENST00000634433.2	chr17	-	43170245	43044295	43170245	125951	-1.1666666
ENSG00000012061.17	ERCC1	ENST00000423698.6	chr19	-	45478828	45407334	45478828	71495	-1.1333333
ENSG00000012124.17	CD22	ENST00000341773.10	chr19	+	35329169	35329169	35347355	18187	1.0
ENSG00000012171.20	SEMA3B	ENST00000618865.4	chr3	+	50267608	50267608	50277139	9532	1.2222222
ENSG00000012174.12	MBTPS2	ENST00000379484.10	chrX	+	21839617	21839617	21885423	45807	2.548387
ENSG00000012211.13	PRICKLE3	ENST00000599218.6	chrX	-	49186373	49174802	49186373	11572	-2.0222223
ENSG00000012223.13	LTF	ENST00000443496.5	chr3	-	46485234	46436201	46485234	49034	-1.0
ENSG00000012232.10	EXTL3	ENST00000696178.1	chr8	+	28622732	28622732	28756561	133830	1.2222222
ENSG00000012504.15	NR1H4	ENST00000548884.5	chr12	+	100473708	100473708	100564413	90706	
ENSG00000012660.14	ELOVL5	ENST00000370918.8	chr6	-	53349179	53267398	53349179	81782	-1.0
ENSG00000012779.12	ALOX5	ENST00000542434.5	chr10	+	45374176	45374176	45446119	71944	1.0833334
ENSG00000012817.16	KDM5D	ENST00000317961.9	chrY	-	19744726	19703865	19744726	40862	
ENSG00000012822.16	CALCOCO1	ENST00000262059.8	chr12	-	53727745	53708517	53727745	19229	
ENSG00000012963.15	UBR7	ENST00000013070.11	chr14	+	93207256	93207256	93229215	21960	2.7818182
ENSG00000012983.12	MAP4K5	ENST00000013125.9	chr14	-	50532609	50418525	50532609	114085	-2.6818182
ENSG00000013016.16	EHD3	ENST00000322054.10	chr2	+	31234152	31234152	31269451	35300	1.1428572
ENSG00000013275.8	PSMC4	ENST00000157812.7	chr19	+	39971165	39971165	39981764	10600	3.0666666
ENSG00000013288.9	MAN2B2	ENST00000285599.8	chr4	+	6575189	6575189	6623362	48174	1.68
ENSG00000013293.6	SLC7A14	ENST00000231706.6	chr3	-	170586075	170459548	170586075	126528	
ENSG00000013297.12	CLDN11	ENST00000064724.8	chr3	+	170418868	170418868	170434691	15824	1.0
ENSG00000013306.16	SLC25A39	ENST00000225308.12	chr17	-	44324870	44319625	44324870	5246	-2.3404255
ENSG00000013364.19	MVP	ENST00000395353.5	chr16	+	29820394	29820394	29848039	27646	1.3103448
ENSG00000013374.17	NUB1	ENST00000413040.7	chr7	+	151341772	151341772	151378449	36678	3.1470587
ENSG00000013375.17	PGM3	ENST00000513973.6	chr6	-	83193265	83164873	83193265	28393	-5.857143
ENSG00000013392.8	RWDD2A	ENST00000369724.5	chr6	+	83193357	83193357	83198935	5579	2.590909
ENSG00000013441.17	CLK1	ENST00000321356.9	chr2	-	200864658	200853009	200864658	11650	-5.5421686
ENSG00000013503.10	POLR3B	ENST00000228347.9	chr12	+	106357748	106357748	106510198	152451	2.139535
ENSG00000013523.12	ANGEL1	ENST00000557497.2	chr14	-	76826246	76786009	76826246	40238	
ENSG00000013561.18	RNF14	ENST00000394519.5	chr5	+	141966837	141966837	141990290	23454	
ENSG00000013563.14	DNASE1L1	ENST00000393638.5	chrX	-	154412090	154401238	154412090	10853	-2.2285714
ENSG00000013573.17	DDX11	ENST00000542838.6	chr12	+	31073860	31073860	31104799	30940	1.0
ENSG00000013583.10	HEBP1	ENST00000014930.9	chr12	-	13000265	12974870	13000265	25396	-1.25
ENSG00000013588.10	GPRC5A	ENST00000014914.6	chr12	+	12891562	12891562	12917937	26376	2.0
ENSG00000013619.15	MAMLD1	ENST00000262858.8	chrX	+	150361572	150361572	150514130	152559	
ENSG00000013725.14	CD6	ENST00000313421.11	chr11	+	60971680	60971680	61020377	48698	
ENSG00000013810.21	TACC3	ENST00000651472.1	chr4	+	1721078	1721078	1745127	24050	1.1666666
ENSG00000014123.10	UFL1	ENST00000369278.5	chr6	+	96521806	96521806	96555276	33471	3.7613637
ENSG00000014138.10	POLA2	ENST00000525924.2	chr11	+	65261913	65261913	65305589	43677	5.267857
ENSG00000014164.7	ZC3H3	ENST00000262577.6	chr8	-	143541447	143437659	143541447	103789	-3.107143
ENSG00000014216.16	CAPN1	ENST00000533820.5	chr11	+	65181194	65181194	65212006	30813	1.1538461
ENSG00000014257.17	ACP3	ENST00000351273.12	chr3	+	132317407	132317407	132368302	50896	
ENSG00000014641.21	MDH1	ENST00000544381.4	chr2	+	63588609	63588609	63607194	18586	1.25
ENSG00000014824.14	SLC30A9	ENST00000264451.12	chr4	+	41990530	41990530	42090461	99932	6.2711864
ENSG00000014914.21	MTMR11	ENST00000439741.4	chr1	-	149936879	149928651	149936879	8229	-1.0769231
ENSG00000014919.13	COX15	ENST00000016171.6	chr10	-	99732127	99710868	99732127	21260	-1.6666666
ENSG00000015133.20	CCDC88C	ENST00000389857.11	chr14	-	91417820	91271323	91417820	146498	-1.7407408
ENSG00000015153.15	YAF2	ENST00000534854.7	chr12	-	42238248	42157104	42238248	81145	-2.0
ENSG00000015171.21	ZMYND11	ENST00000704295.1	chr10	+	130088	130088	254602	124515	
ENSG00000015285.12	WAS	ENST00000698625.1	chrX	+	48676604	48676604	48691431	14828	2.3823528
ENSG00000015413.10	DPEP1	ENST00000421184.5	chr16	+	89613308	89613308	89638430	25123	1.0
ENSG00000015475.19	BID	ENST00000614949.4	chr22	-	17774495	17734142	17774495	40354	-4.365854
ENSG00000015479.20	MATR3	ENST00000394805.8	chr5	+	139293740	139293740	139331677	37938	3.3372092
ENSG00000015520.15	NPC1L1	ENST00000381160.8	chr7	-	44541330	44512535	44541330	28796	
ENSG00000015532.10	XYLT2	ENST00000507602.5	chr17	+	50346135	50346135	50363138	17004	3.088889
ENSG00000015568.13	RGPD5	ENST00000016946.8	chr2	+	109794305	109794305	109857705	63401	
ENSG00000015592.17	STMN4	ENST00000350889.9	chr8	-	27258404	27235308	27258404	23097	
ENSG00000015676.18	NUDCD3	ENST00000355451.8	chr7	-	44490658	44379119	44490658	111540	-2.6785715
ENSG00000016082.15	ISL1	ENST00000230658.12	chr5	+	51383448	51383448	51394730	11283	
ENSG00000016391.11	CHDH	ENST00000315251.11	chr3	-	53846419	53812335	53846419	34085	-1.125
ENSG00000016402.14	IL20RA	ENST00000367748.4	chr6	-	137045180	136999971	137045180	45210	
ENSG00000016490.16	CLCA1	ENST00000234701.7	chr1	+	86468368	86468368	86500259	31892	
ENSG00000016602.9	CLCA4	ENST00000370563.3	chr1	+	86547078	86547078	86580754	33677	
ENSG00000016864.19	GLT8D1	ENST00000266014.11	chr3	-	52705791	52694486	52705791	11306	-2.0
ENSG00000017260.20	ATP2C1	ENST00000504381.5	chr3	+	130850595	130850595	131016684	166090	1.4285715
ENSG00000017427.17	IGF1	ENST00000337514.11	chr12	-	102480563	102395874	102480563	84690	-1.125
ENSG00000017483.16	SLC38A5	ENST00000620913.5	chrX	-	48470260	48458544	48470260	11717	-1.0
ENSG00000017797.13	RALBP1	ENST00000019317.8	chr18	+	9475009	9475009	9538114	63106	1.4444444
ENSG00000018189.13	RUFY3	ENST00000381006.8	chr4	+	70721964	70721964	70808619	86656	1.0
ENSG00000018236.15	CNTN1	ENST00000551295.7	chr12	+	40692439	40692439	41072415	379977	
ENSG00000018280.18	SLC11A1	ENST00000233202.11	chr2	+	218382273	218382273	218396894	14622	
ENSG00000018408.15	WWTR1	ENST00000465804.5	chr3	-	149703273	149517235	149703273	186039	
ENSG00000018510.18	AGPS	ENST00000679459.1	chr2	+	177392746	177392746	177567024	174279	6.919355
ENSG00000018610.15	STEEP1	ENST00000644802.2	chrX	-	119565409	119538149	119565409	27261	-2.625
ENSG00000018625.15	ATP1A2	ENST00000361216.8	chr1	+	160115759	160115759	160143591	27833	
ENSG00000018699.13	TTC27	ENST00000317907.9	chr2	+	32628050	32628050	32821051	193002	2.9767442
ENSG00000018869.18	ZNF582	ENST00000589143.5	chr19	-	56393478	56375846	56393478	17633	-1.8666667
ENSG00000019102.12	VSIG2	ENST00000326621.10	chr11	-	124752255	124747474	124752255	4782	-1.0
ENSG00000019144.20	PHLDB1	ENST00000361417.6	chr11	+	118606440	118606440	118658031	51592	1.1666666
ENSG00000019169.11	MARCO	ENST00000327097.5	chr2	+	118942194	118942194	118994660	52467	
ENSG00000019186.10	CYP24A1	ENST00000216862.8	chr20	-	54173986	54153446	54173986	20541	
ENSG00000019485.14	PRDM11	ENST00000530656.5	chr11	+	45095806	45095806	45224908	129103	
ENSG00000019505.8	SYT13	ENST00000020926.8	chr11	-	45286341	45240302	45286341	46040	
ENSG00000019549.13	SNAI2	ENST00000020945.4	chr8	-	48921429	48917598	48921429	3832	
ENSG00000019582.17	CD74	ENST00000009530.13	chr5	-	150412910	150401639	150412910	11272	
ENSG00000019991.18	HGF	ENST00000222390.11	chr7	-	81770047	81699010	81770047	71038	
ENSG00000019995.6	ZRANB1	ENST00000359653.4	chr10	+	124942123	124942123	124988189	46067	1.1666666
ENSG00000020129.16	NCDN	ENST00000373253.7	chr1	+	35557473	35557473	35566772	9300	1.0
ENSG00000020181.18	ADGRA2	ENST00000412232.3	chr8	+	37796883	37796883	37844896	48014	1.0
ENSG00000020256.20	ZFP64	ENST00000371518.6	chr20	-	52191779	52051663	52191779	140117	-1.6538461
ENSG00000020426.11	MNAT1	ENST00000261245.9	chr14	+	60734761	60734761	60969965	235205	1.6538461
ENSG00000020577.14	SAMD4A	ENST00000554335.6	chr14	+	54567128	54567128	54793312	226185	1.1612903
ENSG00000020633.19	RUNX3	ENST00000338888.4	chr1	-	24965010	24899511	24965010	65500	
ENSG00000020922.13	MRE11	ENST00000323929.8	chr11	-	94493844	94415570	94493844	78275	-3.6136363
ENSG00000021300.14	PLEKHB1	ENST00000398492.8	chr11	+	73646178	73646178	73662819	16642	1.0
ENSG00000021355.13	SERPINB1	ENST00000380739.6	chr6	-	2841863	2832332	2841863	9532	-3.6666667
ENSG00000021461.18	CYP3A43	ENST00000354829.7	chr7	+	99828013	99828013	99866093	38081	
ENSG00000021488.13	SLC7A9	ENST00000023064.9	chr19	-	32869767	32830511	32869767	39257	
ENSG00000021574.15	SPAST	ENST00000315285.9	chr2	+	32063556	32063556	32157637	94082	3.575
ENSG00000021645.20	NRXN3	ENST00000335750.7	chr14	+	78170373	78170373	79868291	1697919	
ENSG00000021762.20	OSBPL5	ENST00000263650.12	chr11	-	3165310	3087107	3165310	78204	-1.451613
ENSG00000021776.11	AQR	ENST00000156471.10	chr15	-	34969742	34851782	34969742	117961	-3.5316455
ENSG00000021826.18	CPS1	ENST00000430249.7	chr2	+	210477682	210477682	210679105	201424	1.0
ENSG00000021852.14	C8B	ENST00000696164.1	chr1	-	56974383	56929210	56974383	45174	
ENSG00000022267.19	FHL1	ENST00000651929.2	chrX	+	136147465	136147465	136211359	63895	
ENSG00000022277.13	RTF2	ENST00000357348.10	chr20	+	56468627	56468627	56519449	50823	2.7586207
ENSG00000022355.18	GABRA1	ENST00000428797.7	chr5	+	161847679	161847679	161899981	52303	
ENSG00000022556.16	NLRP2	ENST00000543010.5	chr19	+	54965252	54965252	55001142	35891	
ENSG00000022567.10	SLC45A4	ENST00000517878.6	chr8	-	141308288	141207174	141308288	101115	-2.28
ENSG00000022840.17	RNF10	ENST00000325954.9	chr12	+	120534356	120534356	120577588	43233	9.622642
ENSG00000022976.16	ZNF839	ENST00000558850.5	chr14	+	102317377	102317377	102342364	24988	1.0
ENSG00000023041.12	ZDHHC6	ENST00000682267.1	chr10	-	112447572	112424430	112447572	23143	-1.3333334
ENSG00000023171.20	GRAMD1B	ENST00000638157.1	chr11	+	123358428	123358428	123627767	269340	
ENSG00000023191.17	RNH1	ENST00000356187.9	chr11	-	507300	494561	507300	12740	-2.8085105
ENSG00000023228.15	NDUFS1	ENST00000233190.11	chr2	-	206159444	206114817	206159444	44628	-2.375
ENSG00000023287.13	RB1CC1	ENST00000025008.10	chr8	-	52714435	52622458	52714435	91978	-3.1666667
ENSG00000023318.9	ERP44	ENST00000262455.7	chr9	-	100099000	99979185	100099000	119816	-9.555555
ENSG00000023330.15	ALAS1	ENST00000394965.6	chr3	+	52198094	52198094	52214327	16234	3.3589745
ENSG00000023445.17	BIRC3	ENST00000263464.9	chr11	+	102317484	102317484	102339403	21920	1.0
ENSG00000023516.9	AKAP11	ENST00000025301.4	chr13	+	42272152	42272152	42323261	51110	2.267857
ENSG00000023572.10	GLRX2	ENST00000367440.3	chr1	-	193106114	193096468	193106114	9647	
ENSG00000023608.5	SNAPC1	ENST00000216294.5	chr14	+	61762420	61762420	61796428	34009	2.3541667
ENSG00000023697.13	DERA	ENST00000428559.7	chr12	+	15911332	15911332	16037381	126050	3.2307692
ENSG00000023734.11	STRAP	ENST00000419869.7	chr12	+	15882387	15882387	15903478	21092	1.9090909
ENSG00000023839.12	ABCC2	ENST00000647814.1	chr10	+	99782640	99782640	99852594	69955	
ENSG00000023892.12	DEF6	ENST00000316637.7	chr6	+	35297818	35297818	35321771	23954	2.21875
ENSG00000023902.14	PLEKHO1	ENST00000369126.5	chr1	+	150149183	150149183	150159630	10448	1.0
ENSG00000023909.10	GCLM	ENST00000370238.8	chr1	-	93909430	93885199	93909430	24232	-5.818182
ENSG00000024048.11	UBR2	ENST00000372901.2	chr6	+	42564029	42564029	42693505	129477	3.4189188
ENSG00000024422.12	EHD2	ENST00000263277.8	chr19	+	47713422	47713422	47743134	29713	4.6666665
ENSG00000024526.17	DEPDC1	ENST00000370966.9	chr1	-	68497221	68474152	68497221	23070	-2.8888888
ENSG00000024862.18	CCDC28A	ENST00000617445.5	chr6	+	138773769	138773769	138793319	19551	4.181818
ENSG00000025039.15	RRAGD	ENST00000369415.9	chr6	-	89412273	89364616	89412273	47658	-2.0
ENSG00000025156.13	HSF2	ENST00000452194.5	chr6	+	122399551	122399551	122433119	33569	2.8
ENSG00000025293.17	PHF20	ENST00000374012.8	chr20	+	35772015	35772015	35950370	178356	3.9836066
ENSG00000025423.11	HSD17B6	ENST00000555805.5	chr12	+	56752161	56752161	56787736	35576	1.0
ENSG00000025434.19	NR1H3	ENST00000616973.4	chr11	+	47248300	47248300	47269032	20733	1.0
ENSG00000025708.14	TYMP	ENST00000395678.7	chr22	-	50530032	50525756	50530032	4277	
ENSG00000025770.19	NCAPH2	ENST00000420993.7	chr22	+	50508224	50508224	50524780	16557	3.6857142
ENSG00000025772.8	TOMM34	ENST00000372813.4	chr20	-	44960397	44942130	44960397	18268	-2.5151515
ENSG00000025796.14	SEC63	ENST00000369002.9	chr6	-	107958208	107867756	107958208	90453	-4.6885247
ENSG00000025800.14	KPNA6	ENST00000373625.8	chr1	+	32108056	32108056	32176563	68508	2.3859649
ENSG00000026025.16	VIM	ENST00000544301.7	chr10	+	17228241	17228241	17237593	9353	1.1578947
ENSG00000026103.25	FAS	ENST00000690268.1	chr10	+	88986740	88986740	89029605	42866	
ENSG00000026297.17	RNASET2	ENST00000508775.6	chr6	-	166956550	166922113	166956550	34438	-1.9444444
ENSG00000026508.21	CD44	ENST00000263398.11	chr11	+	35139171	35139171	35232402	93232	1.0
ENSG00000026559.14	KCNG1	ENST00000371571.5	chr20	-	51023107	51003656	51023107	19452	-2.8181818
ENSG00000026652.15	AGPAT4	ENST00000320285.9	chr6	-	161274061	161129967	161274061	144095	-2.0769231
ENSG00000026751.17	SLAMF7	ENST00000458602.6	chr1	+	160739057	160739057	160754814	15758	
ENSG00000026950.17	BTN3A1	ENST00000289361.11	chr6	+	26402275	26402275	26415208	12934	1.2857143
ENSG00000027001.10	MIPEP	ENST00000382172.4	chr13	-	23889400	23730189	23889400	159212	-1.826087
ENSG00000027075.18	PRKCH	ENST00000555185.5	chr14	+	61187559	61187559	61530584	343026	
ENSG00000027644.5	INSRR	ENST00000368195.4	chr1	-	156859117	156840063	156859117	19055	-2.142857
ENSG00000027697.16	IFNGR1	ENST00000458076.6	chr6	-	137219449	137197483	137219449	21967	-5.195122
ENSG00000027847.14	B4GALT7	ENST00000029410.10	chr5	+	177600132	177600132	177610330	10199	2.716418
ENSG00000027869.13	SH2D2A	ENST00000368199.8	chr1	-	156816848	156806243	156816848	10606	-1.4444444
ENSG00000028116.18	VRK2	ENST00000417641.6	chr2	+	57907651	57907651	58159871	252221	
ENSG00000028137.19	TNFRSF1B	ENST00000376259.7	chr1	+	12166991	12166991	12209220	42230	6.851852
ENSG00000028203.19	VEZT	ENST00000436874.6	chr12	+	95217807	95217807	95302799	84993	1.7647059
ENSG00000028277.22	POU2F2	ENST00000532176.2	chr19	-	42196585	42117266	42196585	79320	-1.4571428
ENSG00000028310.18	BRD9	ENST00000467963.6	chr5	-	892801	863741	892801	29061	-5.7966104
ENSG00000028528.15	SNX1	ENST00000558040.5	chr15	+	64096026	64096026	64146090	50065	3.1891892
ENSG00000028839.10	TBPL1	ENST00000237264.9	chr6	+	133953224	133953224	133990432	37209	4.8985505
ENSG00000029153.15	BMAL2	ENST00000266503.10	chr12	+	27332836	27332836	27425286	92451	1.3888888
ENSG00000029363.17	BCLAF1	ENST00000531224.6	chr6	-	136289846	136256627	136289846	33220	-10.963414
ENSG00000029364.12	SLC39A9	ENST00000336643.10	chr14	+	69398692	69398692	69462390	63699	5.0816326
ENSG00000029534.22	ANK1	ENST00000265709.14	chr8	-	41896741	41653225	41896741	243517	
ENSG00000029559.7	IBSP	ENST00000226284.7	chr4	+	87799554	87799554	87812435	12882	
ENSG00000029639.11	TFB1M	ENST00000367166.5	chr6	-	155314484	155256134	155314484	58351	-2.6875
ENSG00000029725.17	RABEP1	ENST00000537505.6	chr17	+	5282284	5282284	5386340	104057	3.8285713
ENSG00000029993.15	HMGB3	ENST00000325307.12	chrX	+	150983335	150983335	150990771	7437	2.1363637
ENSG00000030066.14	NUP160	ENST00000694866.1	chr11	-	47848467	47778087	47848467	70381	-6.5454545
ENSG00000030110.14	BAK1	ENST00000442998.6	chr6	-	33580293	33572547	33580293	7747	-4.419355
ENSG00000030304.15	MUSK	ENST00000374448.9	chr9	+	110668791	110668791	110806558	137768	
ENSG00000030419.17	IKZF2	ENST00000457361.5	chr2	-	213151609	212999691	213151609	151919	-1.0
ENSG00000030582.19	GRN	ENST00000053867.8	chr17	+	44345302	44345302	44353106	7805	2.390244
ENSG00000031003.11	FAM13B	ENST00000689681.1	chr5	-	138033079	137937960	138033079	95120	-2.8157895
ENSG00000031081.11	ARHGAP31	ENST00000264245.9	chr3	+	119294383	119294383	119420714	126332	2.0
ENSG00000031691.7	CENPQ	ENST00000335783.4	chr6	+	49463370	49463370	49493107	29738	3.2068965
ENSG00000031698.13	SARS1	ENST00000234677.7	chr1	+	109213918	109213918	109238182	24265	3.5849056
ENSG00000031823.14	RANBP3	ENST00000340578.10	chr19	-	5978140	5916139	5978140	62002	-2.3513513
ENSG00000032219.19	ARID4A	ENST00000355431.8	chr14	+	58298555	58298555	58373876	75322	3.8307693
ENSG00000032389.13	EIPR1	ENST00000398659.8	chr2	-	3377830	3188925	3377830	188906	-2.4736843
ENSG00000032444.17	PNPLA6	ENST00000221249.10	chr19	+	7534004	7534004	7561764	27761	1.9310344
ENSG00000032742.18	IFT88	ENST00000319980.10	chr13	+	20567138	20567138	20691437	124300	1.3529412
ENSG00000033011.14	ALG1	ENST00000682327.1	chr16	+	5033923	5033923	5086298	52376	1.9642857
ENSG00000033030.16	ZCCHC8	ENST00000633063.3	chr12	-	122500932	122471600	122500932	29333	-2.987805
ENSG00000033050.9	ABCF2	ENST00000287844.7	chr7	-	151227205	151211484	151227205	15722	-3.1333334
